,Make,Model,Variant,Price,Engine_Size_in_cc,Fuel_Type,Fuel_Tank_Capacity,Mileage,Power,Comfort,Safety
676,Mahindra,Xuv500,W7,1418313,2179.0,Diesel,70.0,15.1,152.83,38.46829978453727,21.0
677,Mahindra,Xuv500,W7 At,1539488,2179.0,Diesel,70.0,16.0,152.83,42.05046920006822,49.0
678,Mahindra,Xuv500,W9,1588943,2179.0,Diesel,70.0,16.0,152.83,52.05046920006822,29.0
679,Mahindra,Xuv500,W9 At,1710118,2179.0,Diesel,70.0,16.0,152.83,48.05046920006822,29.0
680,Mahindra,Xuv500,W11,1716319,2179.0,Diesel,70.0,16.0,152.83,52.05046920006822,49.0
681,Mahindra,Xuv500,W11 At,1837586,2179.0,Diesel,70.0,16.0,152.83,48.05046920006822,49.0
682,Mahindra,Xuv500,W11 (O),1741319,2179.0,Diesel,70.0,16.0,152.83,52.05046920006822,49.0
683,Mahindra,Xuv500,W11 (O) At,1862586,2179.0,Diesel,70.0,16.0,152.83,48.05046920006822,49.0
684,Mahindra,Xuv500,W11 (O) Awd,1852488,2179.0,Diesel,70.0,16.0,152.83,52.05046920006822,49.0
685,Mahindra,Xuv500,W11 (O) Awd At,1973664,2179.0,Diesel,70.0,16.0,152.83,48.05046920006822,49.0
686,Mahindra,Xuv500,W3,1230924,2179.0,Diesel,70.0,16.0,152.83,21.05046920006822,25.5
687,Mahindra,E Verito,D4,1293214,72.0,Electric,49.30086207,19.90211704,404.26,35.14033539710097,14.0
688,Mahindra,E Verito,D2,1267208,72.0,Electric,49.30086207,19.90211704,404.26,21.140335397100973,14.0
689,Mahindra,E Verito,D6,1303241,72.0,Electric,49.30086207,19.90211704,404.26,31.140335397100973,16.5
690,Tata,Hexa,Xm Plus 4X2,1639374,2179.0,Diesel,60.0,17.6,300.0,41.135060395639776,27.5
691,Tata,Hexa,Xt 4X4,1929417,2179.0,Diesel,60.0,17.6,153.816,47.947560395639776,48.0
692,Tata,Hexa,Xta 4X2,1912593,2179.0,Diesel,60.0,17.6,153.816,47.947560395639776,49.0
693,Tata,Hexa,Xt 4X2,1796458,2179.0,Diesel,49.30086207,17.6,153.816,51.947560395639776,47.5
694,Tata,Hexa,Xe 4X2,1371864,2179.0,Diesel,60.0,17.6,147.9,38.135060395639776,27.5
695,Tata,Hexa,Xm 4X2,1531377,2179.0,Diesel,60.0,17.6,153.816,41.135060395639776,27.5
696,Tata,Hexa,Xma 4X2,1655587,2179.0,Diesel,49.30086207,17.6,153.816,42.135060395639776,27.5
697,Toyota,Innova Crysta,2.4 Gx 7 Str,1605000,2393.0,Diesel,55.0,15.4,147.9,21.465968062319277,34.0
698,Toyota,Innova Crysta,2.4 Vx 7 Str,1927000,2393.0,Diesel,55.0,15.0,147.9,44.46596806231928,32.5
699,Toyota,Innova Crysta,2.4 Gx 8 Str,1610000,2393.0,Diesel,55.0,15.4,147.9,21.653468062319277,33.0
700,Toyota,Innova Crysta,2.4 Vx 8 Str,1932000,2393.0,Diesel,55.0,15.4,147.9,44.65346806231928,34.0
701,Toyota,Innova Crysta,2.4 Zx 7 Str,2113000,2393.0,Diesel,55.0,15.1,147.9,51.46596806231928,54.0
702,Toyota,Innova Crysta,2.7 Gx At 8 Str,1620000,2694.0,Petrol,55.0,10.83,163.676,29.65346806231928,53.0
703,Toyota,Innova Crysta,2.7 Gx At 7 Str,1615000,2694.0,Petrol,55.0,10.83,163.676,35.46596806231928,53.0
704,Toyota,Innova Crysta,2.7 Zx At 7 Str,2103000,2393.0,Petrol,55.0,10.75,164.0,51.46596806231928,54.0
705,Toyota,Innova Crysta,2.7 Vx 7 Str,1807000,2393.0,Petrol,55.0,11.25,147.9,44.46596806231928,32.5
706,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,1493000,2755.0,Petrol,55.0,11.25,171.564,21.465968062319277,53.0
707,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,1498000,2755.0,Petrol,55.0,11.25,171.564,18.653468062319277,53.0
708,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,2097000,2393.0,Diesel,55.0,15.0,147.9,44.46596806231928,32.5
709,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,1892000,2393.0,Petrol,55.0,11.25,163.676,44.46596806231928,34.0
710,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,2171000,2694.0,Petrol,55.0,10.75,163.676,54.46596806231928,54.0
711,Toyota,Innova Crysta,2.4 G Plus 7 Str,1592000,2393.0,Diesel,55.0,15.4,147.9,21.465968062319277,34.0
712,Toyota,Innova Crysta,2.4 G Plus 8 Str,1587000,2393.0,Diesel,55.0,15.1,147.9,21.653468062319277,33.0
713,Jeep,Compass,1.4 Limited At,1996000,1368.0,Petrol,60.0,16.3,159.732,56.52976632719938,30.0
714,Jeep,Compass,1.4 Sport,1560000,1368.0,Petrol,60.0,16.3,159.732,47.52976632719938,30.0
715,Jeep,Compass,1.4 Limited (O) At,2055000,1368.0,Petrol,60.0,14.1,159.732,56.52976632719938,30.0
716,Jeep,Compass,2.0 Sport,1661000,1956.0,Diesel,60.0,17.1,170.578,46.02976632719938,30.0
717,Jeep,Compass,2.0 Longitude,1803000,1956.0,Diesel,60.0,17.1,170.578,54.02976632719938,30.0
718,Jeep,Compass,2.0 Longitude (O),1888000,1956.0,Diesel,60.0,17.1,170.578,54.02976632719938,30.0
719,Jeep,Compass,2.0 Limited,1973000,1956.0,Diesel,60.0,17.1,170.578,44.02976632719938,30.0
720,Jeep,Compass,2.0 Limited (O),2022000,1956.0,Diesel,60.0,17.1,170.578,54.02976632719938,30.0
721,Jeep,Compass,2.0 Limited 4X4,2151000,1956.0,Diesel,60.0,16.3,170.578,54.02976632719938,50.0
722,Jeep,Compass,2.0 Limited (O) 4X4,2199000,1956.0,Diesel,60.0,16.3,170.578,54.02976632719938,50.0
723,Jeep,Compass,1.4 Limited Plus At Petrol,2167000,1368.0,Petrol,60.0,16.3,159.732,56.52976632719938,50.0
724,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,2133000,1956.0,Diesel,60.0,17.1,170.578,56.02976632719938,50.0
725,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,2311000,1956.0,Diesel,60.0,16.3,170.578,54.02976632719938,50.0
726,Jeep,Compass,2.0 Sport Plus,1699000,1956.0,Diesel,60.0,17.1,170.578,55.02976632719938,28.0
727,Jeep,Compass,1.4 Sport Plus,1599000,1368.0,Petrol,60.0,16.3,159.732,56.52976632719938,30.0
728,Jeep,Compass,1.4 Longitude (O) At,1900000,1368.0,Petrol,60.0,14.1,160.718,56.52976632719938,30.0
729,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,2070000,1368.0,Petrol,60.0,16.3,159.732,56.52976632719938,50.0
730,Jeep,Compass,2.0 Limited (O) Black Pack,2036300,1956.0,Diesel,60.0,17.1,170.578,54.02976632719938,30.0
731,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,2214000,1956.0,Diesel,60.0,16.3,170.578,54.02976632719938,50.0
732,Jeep,Compass,2.0 Limited Plus 4X4 At,2499000,1956.0,Diesel,60.0,17.1,170.578,56.02976632719938,50.0
733,Jeep,Compass,2.0 Longitude 4X4 At,2196000,1956.0,Diesel,60.0,17.1,170.578,54.02976632719938,30.0
734,Toyota,Corolla Altis,G Petrol,1645000,1798.0,Petrol,55.0,16.7,138.04,43.16050059023855,34.0
735,Toyota,Corolla Altis,G At Petrol,1806000,1798.0,Petrol,55.0,16.7,138.04,43.16050059023855,34.0
736,Toyota,Corolla Altis,Gl Petrol,1882000,1798.0,Petrol,55.0,16.7,138.04,52.16050059023855,54.0
737,Toyota,Corolla Altis,Gl Diesel,1936000,1364.0,Diesel,43.0,21.0,87.1624,49.16050059023855,34.0
738,Toyota,Corolla Altis,G Diesel,1771000,1364.0,Diesel,43.0,21.0,87.1624,43.16050059023855,34.0
739,Toyota,Corolla Altis,Vl At Petrol,2019000,1798.0,Petrol,55.0,16.7,138.04,52.16050059023855,54.0
740,Honda,Civic,1.8 V Cvt,1793900,1799.0,Petrol,47.0,16.5,139.026,43.12040573366812,40.0
741,Honda,Civic,1.8 Vx Cvt,1944900,1799.0,Petrol,47.0,16.5,139.026,59.62040573366812,40.0
742,Honda,Civic,1.8 Zx Cvt,2124900,1799.0,Petrol,47.0,16.8,139.026,59.62040573366812,60.0
743,Honda,Civic,1.6 Vx Mt,2054900,1597.0,Diesel,47.0,26.8,118.32,50.12040573366812,39.0
744,Honda,Civic,1.6 Zx Mt,2234900,1597.0,Diesel,47.0,26.8,118.32,60.12040573366812,60.0
745,Mg,Zs Ev,Excite,2088000,1841.323668,Electric,49.30086207,19.90211704,140.76,44.09431256039326,50.0
746,Mg,Zs Ev,Exclusive,2358000,1841.323668,Electric,49.30086207,19.90211704,140.76,48.59431256039326,50.0
747,Kia,Carnival,Premium 7 Str,2495000,2199.0,Diesel,49.30086207,19.90211704,197.2,59.310469671534655,30.0
748,Kia,Carnival,Premium 8 Str,2515000,2199.0,Diesel,49.30086207,19.90211704,197.2,59.310469671534655,30.0
749,Kia,Carnival,Prestige 7 Str,2895000,2199.0,Diesel,49.30086207,19.90211704,197.2,65.31046967153466,50.0
750,Kia,Carnival,Prestige 9 (6+3) Str,2995000,2199.0,Diesel,49.30086207,19.90211704,197.2,69.31046967153466,50.0
751,Kia,Carnival,Limousine 7 Str,3395000,2199.0,Diesel,49.30086207,19.90211704,197.2,71.31046967153466,50.0
752,Skoda,Superb,Style 1.8 Tsi Mt,2599599,1798.0,Petrol,66.0,14.12,177.48,63.96008812831215,59.0
753,Skoda,Superb,Style 1.8 Tsi At,2779599,1798.0,Petrol,66.0,14.67,177.48,63.96008812831215,59.0
754,Skoda,Superb,L & K 1.8 Tsi At,3099599,1798.0,Petrol,66.0,13.7,177.48,65.96008812831215,60.0
755,Skoda,Superb,L & K 2.0 Tdi At,3349599,1968.0,Diesel,66.0,18.19,174.522,63.96008812831215,60.0
756,Skoda,Superb,Style 2.0 Tdi At,3029599,1968.0,Diesel,66.0,18.19,174.522,63.96008812831215,60.0
757,Skoda,Superb,Corporate Edition 1.8 Tsi At,2599599,1798.0,Petrol,66.0,14.67,177.48,63.96008812831215,59.0
758,Skoda,Superb,Corporate Edition 2.0 Tdi At,2849599,1968.0,Diesel,66.0,18.19,174.522,63.96008812831215,60.0
759,Volvo,V40,Kinetic,2769000,1984.0,Diesel,60.0,16.81,147.9,54.531527272359455,52.5
760,Volvo,V40,R Design,3191000,1984.0,Diesel,60.0,16.81,147.9,65.53152727235945,54.0
761,Toyota,Fortuner,2.8 4X2 At,3205000,2755.0,Diesel,80.0,12.9,174.522,48.853146953042184,53.0
762,Toyota,Fortuner,2.8 4X2 Mt,3019000,2755.0,Diesel,80.0,14.24,174.522,52.853146953042184,51.0
763,Toyota,Fortuner,2.8 4X4 Mt,3216000,2755.0,Diesel,80.0,14.24,174.522,48.98704795204843,53.0
764,Toyota,Fortuner,2.8 4X4 At,3395000,2755.0,Diesel,80.0,12.9,174.522,48.98704795204843,53.0
765,Toyota,Fortuner,2.7 4X2 At,2977000,2694.0,Petrol,80.0,10.26,163.676,48.98704795204843,53.0
766,Toyota,Fortuner,2.7 4X2 Mt,2818000,2694.0,Petrol,80.0,10.01,163.676,52.98704795204843,51.0
767,Toyota,Fortuner,Trd Celebratory Edition,3420000,2755.0,Diesel,80.0,12.9,174.522,52.853146953042184,54.0
768,Ford,Endeavour,3.2L 4X4 At Titanium Plus,3470000,3198.0,Diesel,80.0,10.91,197.2,63.06739725156766,54.0
769,Ford,Endeavour,2.2L 4X2 At Titanium Plus,3233000,2198.0,Diesel,80.0,12.62,157.76,61.06739725156766,54.0
770,Ford,Endeavour,2.2L 4X2 Mt Titanium,2920000,2198.0,Diesel,80.0,12.62,157.76,61.06739725156766,49.0
771,Mini,Cooper 3 Door,Cooper D,2990000,1496.0,Diesel,44.0,21.15,114.376,47.95259282082627,27.0
772,Mini,Cooper 3 Door,Cooper S,3420000,1998.0,Petrol,44.0,15.75,189.312,48.14485316225765,30.0
773,Skoda,Kodiaq Scout,2.0 Tdi At,3399000,1968.0,Diesel,63.0,16.25,148.0,64.31227881594194,63.5
774,Bmw,X1,Sdrive20D Expedition,3520000,1995.0,Diesel,51.0,20.68,190.0,57.687839442366304,50.0
775,Bmw,X1,Sdrive20D Xline,3930000,1995.0,Diesel,51.0,20.68,187.34,59.186940969769715,50.0
776,Bmw,X1,Xdrive20D M Sport,4570000,1995.0,Diesel,51.0,20.68,187.34,59.686940969769715,50.0
777,Bmw,X1,Sdrive20D M Sport,4240000,1995.0,Diesel,61.0,17.05,187.0,50.69175901061456,50.0
778,Bmw,X1,Sdrive20I Xline,3830000,1998.0,Petrol,51.0,16.3,192.0,59.0804719670743,50.0
779,Volvo,S60,Polestar,5602000,1969.0,Petrol,67.0,19.90211704,366.792,61.179848610398565,47.0
780,Volvo,S60,Momentum,3850500,1984.0,Diesel,67.5,21.7,181.0,60.07562578919461,49.0
781,Bmw,3-Series,320D Sport,4140000,1995.0,Diesel,40.0,19.62,187.34,51.19300352240913,50.0
782,Bmw,3-Series,320D Luxury Line,4690000,1995.0,Diesel,40.0,19.62,187.34,51.19300352240913,50.0
783,Bmw,3-Series,330I M Sport,4790000,1998.0,Petrol,59.0,16.13,254.388,51.19300352240913,50.0
784,Volvo,S60 Cross Country,D4,4426500,2400.0,Diesel,67.0,19.6,187.34,65.49267690980761,50.0
785,Audi,Q5,35 Tdi Premium Plus,5021200,1968.0,Diesel,64.0,16.9,187.34,63.63337861221873,59.0
786,Audi,Q5,35 Tdi Technology,5621200,1968.0,Diesel,64.0,15.73,187.34,63.63337861221873,59.0
787,Audi,Q5,45 Tfsi Premium Plus,5021200,1984.0,Petrol,70.0,12.44,248.0,59.836386926408515,60.0
788,Audi,Q5,45 Tfsi Technology,5621200,1984.0,Petrol,70.0,12.44,248.0,59.836386926408515,60.0
789,Land Rover Rover,Range Evoque,S,5494000,1999.0,Diesel,49.30086207,15.6,176.494,62.60579079538678,50.0
790,Land Rover Rover,Range Evoque,Se R-Dynamic,5985000,1999.0,Diesel,49.30086207,15.6,176.494,62.60579079538678,50.0
791,Land Rover Rover,Range Evoque,S Petrol,5494000,1997.0,Petrol,49.30086207,19.90211704,241.57,62.60579079538678,50.0
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,5985000,1997.0,Petrol,49.30086207,19.90211704,241.57,62.60579079538678,50.0
793,Maruti Suzuki,Mercedes-Benz E-Class,E200,5861062,1991.0,Petrol,80.0,12.0,190.0,71.87077934961246,55.0
794,Maruti Suzuki,Mercedes-Benz E-Class,E350 D,7285332,2987.0,Diesel,80.0,142.0,264.938,73.87077934961246,54.0
795,Maruti Suzuki,Mercedes-Benz E-Class,E220D,5964321,2987.0,Diesel,80.0,142.0,264.938,73.87077934961246,54.0
796,Maruti Suzuki,Mercedes-Benz E-Class,E 63 S Amg,15000000,5461.0,Petrol,80.0,8.5,549.0,56.150380386189084,49.0
797,Maruti Suzuki,Mercedes-Benz E-Class,E200 Expression,5750000,1991.0,Petrol,80.0,12.0,181.424,71.87077934961246,55.0
798,Maruti Suzuki,Mercedes-Benz E-Class,E200 Exclusive,6150000,1991.0,Petrol,80.0,12.0,181.424,71.87077934961246,55.0
799,Maruti Suzuki,Mercedes-Benz E-Class,E220D Expression,5850000,2987.0,Diesel,80.0,142.0,264.938,73.87077934961246,54.0
800,Maruti Suzuki,Mercedes-Benz E-Class,E220D Exclusive,6250000,2987.0,Diesel,80.0,142.0,264.938,73.87077934961246,54.0
801,Volvo,Xc60,Inscription D5,5990000,1969.0,Diesel,70.0,18.8,229.738,61.76420697821268,59.0
802,Bmw,X4,Xdrive20D M Sport X,6060000,1995.0,Diesel,60.0,16.4,188.0,49.56668171429451,49.0
803,Bmw,X4,Xdrive30D M Sport X,6590000,2993.0,Diesel,68.0,16.4,261.29,46.56668171429451,49.0
804,Bmw,X4,Xdrive30I M Sport X,6350000,1998.0,Petrol,68.0,13.32,248.0,43.56668171429451,49.0
805,Jeep,Wrangler,Unlimited,6394000,1999.0,Petrol,85.0,8.4,264.248,49.13621217490503,47.0
806,Maruti Suzuki,Mercedes-Benz C-Class Cabriolet,C300,6426497,1991.0,Petrol,60.0,19.90211704,258.0,60.88644000083143,60.0
807,Bmw,Z4 Roadster,Sdrive 20I,6490000,1998.0,Petrol,52.0,7.6,197.0,57.892958657710096,40.0
808,Bmw,Z4 Roadster,M 40I,7890000,2998.0,Petrol,52.0,7.6,340.0,55.63914014917461,40.0
809,Maruti Suzuki,Mercedes-Benz V-Class,Expression Elwb,6840000,2143.0,Diesel,93.0,19.90211704,163.0,59.614228281928874,50.0
810,Maruti Suzuki,Mercedes-Benz V-Class,Exclusive Lwb,8190000,2143.0,Diesel,93.0,19.90211704,163.0,59.38897384988685,50.0
811,Maruti Suzuki,Mercedes-Benz V-Class,Elite,11000000,1950.0,Diesel,70.0,19.90211704,160.718,63.88897384988685,68.5
812,Audi,Q7,45 Tdi Premium Plus,7221500,2967.0,Diesel,75.0,14.75,245.514,75.94467748088631,60.0
813,Audi,Q7,45 Tdi Technology Pack,8021500,2967.0,Diesel,75.0,14.75,245.514,75.94467748088631,60.0
814,Audi,Q7,40 Tfsi Quattro Premium Plus,6921500,1984.0,Petrol,75.0,11.68,248.472,78.94467748088631,60.0
815,Audi,Q7,40 Tfsi Quattro Technology Pack,7621500,1984.0,Petrol,75.0,19.90211704,248.472,78.94467748088631,60.0
816,Audi,Q7,45 Tdi Black Styling,8111500,2967.0,Diesel,75.0,14.75,245.514,75.94467748088631,60.0
817,Audi,Q7,40 Tfsi Quattro Black Styling,7711500,1984.0,Petrol,75.0,19.90211704,248.472,78.94467748088631,60.0
818,Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,6952964,1998.0,Petrol,49.30086207,15.7,236.64,61.17721480531076,55.0
819,Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,7246802,1999.0,Diesel,49.30086207,15.7,176.494,54.242654777962436,50.0
820,Land Rover Rover,Range Velar,2.0 Petrol R-Dynamic S,7246802,1997.0,Petrol,65.0,12.63,246.5,52.242654777962436,50.0
821,Maruti Suzuki,Mercedes-Benz E-Class All Terrain,E 220D,7500000,1950.0,Diesel,80.0,12.06,194.0,73.84584599763714,54.0
822,Volvo,Xc90,D5 Inscription,8790000,1969.0,Diesel,68.0,17.2,221.85,79.33882011724938,49.0
823,Volvo,Xc90,D5 Momentum,8090000,1969.0,Diesel,68.0,17.2,221.85,80.83882011724938,49.0
824,Volvo,Xc90,T8 Excellence,13124000,1969.0,Hybrid,68.0,19.90211704,401.302,80.27632011724938,49.0
825,Volvo,Xc90,T8 Inscription,9665000,1969.0,Hybrid,68.0,17.2,320.0,79.01230109396715,54.0
826,Volvo,Xc90,D5 R-Design,8491500,1969.0,Diesel,68.0,17.2,235.0,79.33882011724938,49.0
827,Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,20517853,4999.0,Petrol,49.30086207,19.90211704,567.0,75.2903002252195,27.5
828,Land Rover Rover,Range Sport,2.0L S Petrol,8670586,1997.0,Petrol,105.0,19.90211704,296.0,64.1648077761059,60.0
829,Land Rover Rover,Range Sport,2.0L Se Petrol,9448181,1997.0,Petrol,105.0,19.90211704,296.0,64.1648077761059,60.0
830,Land Rover Rover,Range Sport,3.0L V6 Se Petrol,11476911,2995.0,Petrol,85.0,19.90211704,335.0,64.40115095654315,60.0
831,Land Rover Rover,Range Sport,2.0L Hse Petrol,15600000,1997.0,Petrol,105.0,19.90211704,296.0,70.1648077761059,60.0
832,Land Rover Rover,Range Sport,3.0L V6 Hse Petrol,13228725,2995.0,Petrol,85.0,19.90211704,335.0,61.401150956543155,60.0
833,Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,17940227,4999.0,Petrol,49.30086207,19.90211704,518.0,75.2898077761059,59.0
834,Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,10373732,2993.0,Diesel,80.0,19.90211704,254.0,65.7356909906147,59.0
835,Land Rover Rover,Range Sport,3.0L Tdv6 Se Diesel,11913021,2993.0,Diesel,80.0,19.90211704,254.0,64.7356909906147,58.5
836,Land Rover Rover,Range Sport,4.4L Sdv8 Hse Diesel,14908985,4367.0,Diesel,105.0,11.5,335.0,75.1648077761059,59.0
837,Jaguar,Xj,3.0L,9738609,2993.0,Diesel,82.0,12.9,270.164,78.89093090085586,50.0
838,Jaguar,Xj,3.0L Portfolio,10725145,2993.0,Diesel,83.0,12.9,270.164,78.89093090085586,50.0
839,Jaguar,Xj,50,11129599,2993.0,Diesel,82.0,12.9,302.0,78.83179813702228,50.0
840,Porsche,Cayenne,E-Hybrid,15806000,2995.0,Hybrid,75.0,3.4,340.0,57.051296739513525,70.0
841,Porsche,Cayenne,Turbo,19210000,3996.0,Petrol,90.0,16.2,550.0,57.194574729881175,70.0
842,Porsche,Cayenne,Base,11936000,2995.0,Petrol,75.0,19.90211704,330.31,57.22875273042778,70.0
843,Maserati,Ghibli,Diesel,13387856,2987.0,Diesel,70.0,19.90211704,271.15,53.90670837129338,10.0
844,Maserati,Ghibli,Gransport,13881858,2987.0,Diesel,70.0,19.90211704,275.0,53.90670837129338,10.0
845,Maserati,Ghibli,Granlusso,14247814,2987.0,Diesel,70.0,19.90211704,275.0,53.90670837129338,10.0
846,Toyota,Land Cruiser,Vx,14699000,4461.0,Diesel,93.0,9.0,261.29,76.39613027090809,60.0
847,Audi,Rs7,Sportback,17072000,3993.0,Petrol,75.0,9.8,552.16,76.69072052625776,60.0
848,Land Rover Rover,Range,5.0L V8 Autobiography Petrol,26037526,4999.0,Petrol,105.0,9.6,518.0,74.6009477891671,70.0
849,Land Rover Rover,Range,5.0L V8 Svautobiography Dynamic Petrol,32522000,4999.0,Petrol,105.0,9.6,550.188,78.30950574064957,59.0
850,Land Rover Rover,Range,3.0L V6 Vogue Lwb Petrol,19527130,2995.0,Petrol,85.0,11.6,335.0,76.45367886199293,58.5
851,Land Rover Rover,Range,5.0L V8 Svautobiography Lwb Petrol,40499548,4999.0,Petrol,65.0,10.0,558.0,77.04584892108682,59.0
852,Land Rover Rover,Range,3.0L Tdv6 Vogue Diesel,18185267,2993.0,Diesel,49.30086207,19.90211704,254.0,76.03391938186817,60.0
853,Land Rover Rover,Range,3.0L Tdv6 Vogue Lwb Diesel,19527130,2993.0,Diesel,49.30086207,19.90211704,254.0,75.65146209541115,58.5
854,Land Rover Rover,Range,4.4L Sdv8 Autobiography Lwb Diesel,25174051,4367.0,Diesel,49.30086207,19.90211704,335.0,79.15146209541115,60.0
855,Land Rover Rover,Range,4.4L Sdv8 Svautobiography Lwb Diesel,39294685,4367.0,Diesel,49.30086207,19.90211704,335.0,61.08896209541115,53.0
856,Land Rover Rover,Range,4.4L Sdv8 Vogue Se Lwb Diesel,23675691,4367.0,Diesel,49.30086207,19.90211704,335.0,69.15146209541115,59.0
857,Land Rover Rover,Range,3.0L V6 Vogue Se Lwb Petrol,21398758,2995.0,Petrol,85.0,11.6,335.0,67.45367886199293,58.5
858,Maserati,Grancabrio,Standard,19865675,4691.0,Petrol,75.0,9.8,443.7,60.22044362852906,40.0
859,Maruti Suzuki,Mercedes-Benz Amg-Gt,S,21583466,3982.0,Petrol,75.0,7.8,502.86,64.98917051374565,60.0
860,Maruti Suzuki,Mercedes-Benz Amg-Gt,R,23264134,3982.0,Petrol,75.0,7.8,576.81,65.02053933055221,60.0
861,Maruti Suzuki,Mercedes-Benz Amg-Gt,Roadster,22733626,3982.0,Petrol,75.0,7.8,469.336,64.72620734778349,60.0
862,Maruti Suzuki,Mercedes-Benz Amg Gt 4-Door Coupe,63 S 4Matic+,24200000,1841.323668,Petrol,65.0,19.90211704,630.054,16.011087882754545,10.0
863,Lamborghini,Huracan,Lp 610-4,37133704,5204.0,Petrol,90.0,10.6,601.46,55.570649525329166,38.5
864,Lamborghini,Huracan,Lp 580-2,32452486,5204.0,Petrol,90.0,11.24,571.88,55.570649525329166,38.5
865,Lamborghini,Huracan,Avio,35150732,5204.0,Petrol,90.0,8.0,601.46,55.570649525329166,38.5
866,Lamborghini,Huracan,Performante,37614126,5204.0,Petrol,90.0,10.6,630.054,55.570649525329166,38.5
867,Lamborghini,Huracan,Lp 580-2 Spyder,35535000,5204.0,Petrol,90.0,11.24,571.0,55.570649525329166,38.5
868,Lamborghini,Huracan,Lp 610-4 Spyder,40742932,5204.0,Petrol,90.0,10.6,602.0,55.570649525329166,38.5
869,Lamborghini,Huracan,Evo,37300000,5204.0,Petrol,90.0,10.6,631.0,55.570649525329166,38.5
870,Lamborghini,Huracan,Evo Spyder,41000000,5204.0,Petrol,49.30086207,10.6,631.0,54.025390955908385,40.0
871,Lamborghini,Huracan,Evo Rwd,32200000,5204.0,Petrol,90.0,10.6,601.46,55.58470578399016,38.5
872,Ferrari,488 Gtb,Std,36761413,3902.0,Petrol,78.0,5.5,660.62,59.82826412784544,38.5
873,Ferrari,488 Gtb,Spider,39319552,3902.0,Petrol,78.0,5.5,660.62,59.82826412784544,38.5
874,Ferrari,Gtc4 Lusso,V8 T,42000000,3900.0,Petrol,91.0,5.5,601.46,60.586274283610535,38.5
875,Ferrari,Gtc4 Lusso,V12,52000000,6262.0,Petrol,91.0,5.5,671.446,60.586274283610535,38.5
876,Lamborghini,Aventador,Lp 700-4,47893943,6498.0,Petrol,90.0,5.0,690.2,43.727746545195075,42.0
877,Lamborghini,Aventador,Lp700-4 Roadster,53210327,6498.0,Petrol,90.0,8.8,690.2,45.227746545195075,42.0
878,Lamborghini,Aventador,S,47467700,6498.0,Petrol,90.0,5.0,729.64,43.73053709017209,49.0
879,Maruti Suzuki,Rolls-Royce Dawn,Convertible,59216193,6598.0,Petrol,80.0,7.9,563.006,62.645232307784596,60.0
880,Maruti Suzuki,Rolls-Royce Drophead Coupe,Phantom,83755383,6749.0,Petrol,100.0,9.8,446.658,58.75598085403469,50.0
881,Maruti Suzuki,Omni,5 Str Bs-Iv,282778,796.0,Petrol,35.0,16.8,342.142,5.869422846700748,11.5
882,Maruti Suzuki,Omni,E 8 Str Bs-Iv,284485,796.0,Petrol,36.0,16.8,342.142,6.431922846700748,11.5
883,Maruti Suzuki,Go+,Datsun D,412292,1198.0,Petrol,35.0,20.6,67.048,19.695397248086337,29.0
884,Maruti Suzuki,Go+,Datsun T,552656,1198.0,Petrol,35.0,20.6,67.048,36.19539724808634,23.0
885,Maruti Suzuki,Go+,Datsun T (O),574448,1198.0,Petrol,35.0,20.6,67.048,36.19539724808634,27.5
886,Maruti Suzuki,Go+,Datsun A (O),555196,1198.0,Petrol,35.0,20.6,67.048,25.695397248086337,26.5
887,Maruti Suzuki,Go+,Datsun A,500575,1198.0,Petrol,35.0,20.6,67.048,22.695397248086337,20.5
888,Maruti Suzuki,Go+,Datsun T Vdc,593361,1198.0,Petrol,35.0,20.6,67.048,36.19539724808634,23.0
889,Maruti Suzuki,Go+,Datsun T (O) Vdc,615153,1198.0,Petrol,35.0,20.6,67.048,36.19539724808634,27.5
890,Maruti Suzuki,Go+,Datsun T Cvt,658361,1198.0,Petrol,35.0,20.6,76.908,36.19539724808634,23.0
891,Maruti Suzuki,Go+,Datsun T (O) Cvt,680153,1198.0,Petrol,35.0,20.6,76.908,36.19539724808634,27.5
892,Fiat,Punto Evo Pure,1.2L Fire Dynamic,482330,1172.0,Petrol,45.0,15.0,67.048,27.747327926831286,18.0
893,Fiat,Punto Evo Pure,1.3,575947,1248.0,Diesel,45.0,20.0,75.0,34.247656226240345,21.0
894,Ford,Figo,Ambiente 1.2 Ti-Vct,523000,1194.0,Petrol,42.0,20.4,94.656,35.40402942333713,24.5
